Period,Group,Sender,Time,ClientTime,Key,Value
1,1,1,1413578117404526877,1413578101875,_at_barrier,_tick_218_1
1,1,7,1413578117404779690,1413578101875,_at_barrier,_tick_218_1
1,1,4,1413578117405101057,1413578101875,_at_barrier,_tick_218_1
1,1,6,1413578117411288652,1413578101876,_at_barrier,_tick_218_1
1,1,1,1413578117432799029,1413578101903,_____CURRENT_TICK_____,"{""t"": 219}"
1,1,1,1413578117433221107,1413578101903,sync_time,"{""t"": 219}"
1,1,1,1413578117433682143,1413578101903,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,1,1413578117434631041,1413578101903,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578118048418278,1413578102519,_at_barrier,_tick_384_1
1,2,3,1413578118068176820,1413578102540,_at_barrier,_tick_384_1
1,2,2,1413578118068384086,1413578102540,_at_barrier,_tick_384_1
1,2,5,1413578118075280689,1413578102541,_at_barrier,_tick_384_1
1,2,2,1413578118100753251,1413578102567,_____CURRENT_TICK_____,"{""t"": 385}"
1,2,2,1413578118101179273,1413578102567,sync_time,"{""t"": 385}"
1,2,2,1413578118101639445,1413578102567,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578118102590507,1413578102567,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578119139176604,1413578103610,_at_barrier,_tick_385_1
1,2,2,1413578119160264500,1413578103631,_at_barrier,_tick_385_1
1,2,5,1413578119160547776,1413578103632,_at_barrier,_tick_385_1
1,2,3,1413578119160874514,1413578103632,_at_barrier,_tick_385_1
1,2,2,1413578119186963120,1413578103656,_____CURRENT_TICK_____,"{""t"": 386}"
1,2,2,1413578119187425145,1413578103658,sync_time,"{""t"": 386}"
1,2,2,1413578119187893774,1413578103659,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578119193964211,1413578103659,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,7,1413578119404495979,1413578103875,_at_barrier,_tick_219_1
1,1,6,1413578119404797763,1413578103875,_at_barrier,_tick_219_1
1,1,4,1413578119405125847,1413578103875,_at_barrier,_tick_219_1
1,1,1,1413578119405435665,1413578103876,_at_barrier,_tick_219_1
1,1,1,1413578119438230352,1413578103901,_____CURRENT_TICK_____,"{""t"": 220}"
1,1,1,1413578119438659820,1413578103901,sync_time,"{""t"": 220}"
1,1,1,1413578119439117062,1413578103901,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,1,1413578119440081054,1413578103901,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578120268839852,1413578104741,_at_barrier,_tick_386_1
1,2,5,1413578120291594072,1413578104762,_at_barrier,_tick_386_1
1,2,3,1413578120291804134,1413578104761,_at_barrier,_tick_386_1
1,2,2,1413578120298552399,1413578104762,_at_barrier,_tick_386_1
1,2,2,1413578120323183150,1413578104790,_____CURRENT_TICK_____,"{""t"": 387}"
1,2,2,1413578120323602992,1413578104790,sync_time,"{""t"": 387}"
1,2,2,1413578120324048448,1413578104790,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578120324990199,1413578104790,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578121384421756,1413578105855,_at_barrier,_tick_387_1
1,1,7,1413578121404095168,1413578105875,_at_barrier,_tick_220_1
1,1,6,1413578121409821464,1413578105875,_at_barrier,_tick_220_1
1,1,4,1413578121410163962,1413578105879,_at_barrier,_tick_220_1
1,2,5,1413578121410475649,1413578105879,_at_barrier,_tick_387_1
1,2,2,1413578121410765259,1413578105879,_at_barrier,_tick_387_1
1,2,3,1413578121411068129,1413578105875,_at_barrier,_tick_387_1
1,1,1,1413578121411357393,1413578105877,_at_barrier,_tick_220_1
1,2,2,1413578121455247443,1413578105909,_____CURRENT_TICK_____,"{""t"": 388}"
1,2,2,1413578121455687255,1413578105910,sync_time,"{""t"": 388}"
1,2,2,1413578121456138931,1413578105910,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578121457116983,1413578105910,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,1,1413578121479563691,1413578105949,_____CURRENT_TICK_____,"{""t"": 221}"
1,1,1,1413578121479998003,1413578105949,sync_time,"{""t"": 221}"
1,1,1,1413578121480460195,1413578105949,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,1,1413578121484857119,1413578105949,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578122534604056,1413578107003,_at_barrier,_tick_388_1
1,2,3,1413578122556314086,1413578107024,_at_barrier,_tick_388_1
1,2,2,1413578122556554752,1413578107024,_at_barrier,_tick_388_1
1,2,5,1413578122563486426,1413578107024,_at_barrier,_tick_388_1
1,2,2,1413578122588153444,1413578107051,_____CURRENT_TICK_____,"{""t"": 389}"
1,2,2,1413578122588587280,1413578107051,sync_time,"{""t"": 389}"
1,2,2,1413578122589042012,1413578107052,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578122590004624,1413578107052,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,6,1413578123410554553,1413578107874,_at_barrier,_tick_221_1
1,1,7,1413578123415543273,1413578107875,_at_barrier,_tick_221_1
1,1,4,1413578123415743976,1413578107876,_at_barrier,_tick_221_1
1,1,1,1413578123425237705,1413578107876,_at_barrier,_tick_221_1
1,1,1,1413578123471469364,1413578107934,_____CURRENT_TICK_____,"{""t"": 222}"
1,1,1,1413578123471897449,1413578107934,sync_time,"{""t"": 222}"
1,1,1,1413578123472343087,1413578107934,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,1,1413578123473274759,1413578107934,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 1, ""ctr"": 400, ""revenue"": 4000, ""bid"": 14.32, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 4, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 6, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 7, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578123622564753,1413578108085,_at_barrier,_tick_389_1
1,2,3,1413578123662923701,1413578108108,_at_barrier,_tick_389_1
1,2,5,1413578123663134877,1413578108107,_at_barrier,_tick_389_1
1,2,2,1413578123663432144,1413578108108,_at_barrier,_tick_389_1
1,2,2,1413578123690291783,1413578108150,_____CURRENT_TICK_____,"{""t"": 390}"
1,2,2,1413578123690716278,1413578108150,sync_time,"{""t"": 390}"
1,2,2,1413578123691162586,1413578108150,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578123692080344,1413578108150,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,8,1413578124771503751,1413578109225,_at_barrier,_tick_390_1
1,2,2,1413578124793000211,1413578109247,_at_barrier,_tick_390_1
1,2,3,1413578124797972624,1413578109247,_at_barrier,_tick_390_1
1,2,5,1413578124798170190,1413578109248,_at_barrier,_tick_390_1
1,2,2,1413578124823616385,1413578109274,_____CURRENT_TICK_____,"{""t"": 391}"
1,2,2,1413578124824045567,1413578109274,sync_time,"{""t"": 391}"
1,2,2,1413578124824506265,1413578109274,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,2,2,1413578124825439224,1413578109274,sync_net,"{""tmp"": [{""current_slot"": 0, ""name"": 2, ""ctr"": 400, ""revenue"": 4000, ""bid"": 13.58, ""vfc"": 10, ""cost"": 0, ""payoff"": 4000}, {""current_slot"": 1, ""name"": 3, ""ctr"": 380, ""revenue"": 7600, ""bid"": 0, ""vfc"": 20, ""cost"": 0, ""payoff"": 7600}, {""current_slot"": 2, ""name"": 5, ""ctr"": 190, ""revenue"": 5700, ""bid"": 0, ""vfc"": 30, ""cost"": 0, ""payoff"": 5700}, {""current_slot"": 3, ""name"": 8, ""ctr"": 0, ""revenue"": 0, ""bid"": 0, ""vfc"": 40, ""cost"": 0, ""payoff"": 0}]}"
1,1,4,1413578125405785519,1413578109860,_at_barrier,_tick_222_1
1,1,7,1413578125413003009,1413578109866,_at_barrier,_tick_222_1
1,1,6,1413578125417855641,1413578109867,_at_barrier,_tick_222_1
1,1,1,1413578125418056434,1413578109868,_at_barrier,_tick_222_1
1,1,1,1413578125443365897,1413578109893,_____CURRENT_TICK_____,"{""t"": 223}"
1,1,1,1413578125443794295,1413578109893,sync_time,"{""t"": 223}"
